Reporting Date,Equity,Debt,Hybrid
09-06-2025,1265.0,736.25,-13.5
06-06-2025,49.41,-79.79,16.66
05-06-2025,1605.42,-1123.2,1.63
04-06-2025,-3295.02,128.24,-3.95
03-06-2025,-2105.51,454.22,14.3
02-06-2025,-5003.74,-6088.18,4.56
30-05-2025,-1758.23,29178.61,1.31
29-05-2025,4649.7,-353.94,6.5
28-05-2025,952.89,187.5,-10.24
27-05-2025,1586.48,-295.37,-452.13
26-05-2025,593.93,-1359.11,-3.17
23-05-2025,-5436.42,-457.59,-236.85
22-05-2025,2272.24,52.61,-8.33
21-05-2025,-10041.38,64.01,7.32
20-05-2025,937.83,-531.63,-2.48
19-05-2025,7483.41,-122.29,-4.84
16-05-2025,5746.53,-735.96,9.87
15-05-2025,930.55,-757.31,15.7
14-05-2025,164.3,-1414.77,-1.92
13-05-2025,-2388.23,-115.01,4.56
09-05-2025,2427.2,-547.56,-32.57
08-05-2025,2951.95,-978.27,16.29
07-05-2025,4011.45,-717.59,4.51
06-05-2025,1796.13,46.69,4.56
05-05-2025,2806.51,-462.82,-10.3
02-05-2025,173.39,-1065.25,2.98
30-04-2025,2351.23,-1045.65,4.91
29-04-2025,2509.65,-1234.16,-1.25
28-04-2025,5040.37,-427.29,-10.13
25-04-2025,5425.58,-124.45,-11.85
24-04-2025,3967.25,-247.97,1.66
23-04-2025,1965.18,-795.75,-257.1
22-04-2025,1749.56,-66.9,-11.84
21-04-2025,4317.31,-153.83,-5.17
17-04-2025,4026.02,-1491.09,-53.2
16-04-2025,6798.27,-59.35,-7.29
15-04-2025,-2351.99,-707.32,-29.0
11-04-2025,-4487.41,-1475.56,-0.4
09-04-2025,-4673.87,-1159.42,-11.44
08-04-2025,-8931.15,-2916.79,13.48
07-04-2025,-3128.15,-73.58,20.53
04-04-2025,-2958.56,-1172.56,5.43
03-04-2025,-1060.32,-185.84,-10.01
02-04-2025,-6335.66,23.56,-25.1
28-03-2025,8120.96,-865.62,-3.36
27-03-2025,2457.91,-1060.45,4.46
26-03-2025,5698.74,-480.29,78.08
25-03-2025,6205.5,134.32,-20.25
24-03-2025,5263.22,790.17,74.11
21-03-2025,3181.57,82.35,-2.48
20-03-2025,-1031.36,3051.53,-10.94
19-03-2025,710.42,-125.59,-19.7
18-03-2025,-3707.3,384.6,27.95
17-03-2025,-857.26,444.77,6.38
13-03-2025,-1410.29,1379.13,9.12
12-03-2025,-139.15,2439.21,-0.81
11-03-2025,-497.92,705.48,6.53
10-03-2025,-3214.76,426.36,-72.12
07-03-2025,-2638.78,-72.21,-18.23
06-03-2025,-1889.48,832.55,22.34
05-03-2025,-3536.05,-390.02,-10.15
04-03-2025,-4662.53,1433.68,5.56
03-03-2025,-12026.05,600.63,-91.6
28-02-2025,1119.75,597.35,-10.83
27-02-2025,-2833.92,56.58,-32.42
25-02-2025,-5719.21,191.74,-7.89
24-02-2025,-3431.23,-2425.1,-30.86
21-02-2025,-3507.56,-127.52,-29.53
20-02-2025,8216.28,-1424.71,-71.07
18-02-2025,-2122.76,-813.65,-13.48
17-02-2025,-5023.44,-266.35,-13.45
14-02-2025,-2195.6,-956.66,-42.84
13-02-2025,-4875.81,360.95,-10.01
12-02-2025,-4089.26,-496.38,-15.3
11-02-2025,-2297.12,-1368.17,-29.39
10-02-2025,-472.69,-51.2,0.68
07-02-2025,-3594.36,396.02,-26.29
06-02-2025,-1147.53,381.15,-16.26
05-02-2025,1029.43,-51.9,-1.96
04-02-2025,-3628.0,197.1,10.97
03-02-2025,-1.32,293.0,21.49
31-01-2025,-1753.84,139.99,-20.08
30-01-2025,-1796.22,116.42,-1.2
29-01-2025,-2940.87,985.19,-6.56
28-01-2025,-4514.16,379.58,2.7
27-01-2025,-2866.3,-646.56,-23.68
24-01-2025,-3061.48,-301.14,-22.57
23-01-2025,-3018.05,290.42,15.74
22-01-2025,-6327.9,-189.1,28.7
21-01-2025,-3724.79,115.41,28.57
20-01-2025,-3627.11,533.79,25.13
17-01-2025,-4341.24,-841.12,19.42
16-01-2025,-4396.93,-528.08,95.14
15-01-2025,-7766.43,-680.2,-0.13
14-01-2025,-4276.46,202.28,20.66
13-01-2025,-1421.4,103.84,29.91
10-01-2025,-7029.38,917.31,12.1
09-01-2025,-3729.3,-2357.98,13.59
08-01-2025,-1220.16,-22.16,4.29
07-01-2025,-3055.16,-485.41,2.22
06-01-2025,-2874.85,-45.33,7.32
03-01-2025,1663.6,-554.95,13.6
02-01-2025,-597.46,-83.54,13.37
01-01-2025,-5351.05,-472.58,-52.01
31-12-2024,-1598.78,-1071.24,-63.49
30-12-2024,370.17,-525.17,-14.65
27-12-2024,-1592.2,33.85,-19.63
26-12-2024,-1804.1,-250.27,102.7
24-12-2024,155.4,-183.84,-10.09
23-12-2024,-1872.95,1106.12,-1.38
20-12-2024,-793.19,159.49,-17.59
19-12-2024,-922.34,-1333.18,-7.73
18-12-2024,-2386.74,122.77,-1261.27
17-12-2024,189.1,911.99,15.0
16-12-2024,2936.51,-29.76,-78.78
13-12-2024,-3563.53,-302.58,-0.83
12-12-2024,194.75,1450.59,-10.84
11-12-2024,1867.12,546.03,25.1
10-12-2024,599.78,410.5,-11.24
09-12-2024,-786.13,2851.48,16.79
06-12-2024,9489.29,555.17,6.56
05-12-2024,2863.58,-191.72,-40.41
04-12-2024,9297.53,-314.66,-9.66
03-12-2024,3793.55,294.15,-12.42
02-12-2024,-990.32,-484.54,-14.05
29-11-2024,-8532.9,363.79,-11.03
28-11-2024,-1048.89,-412.8,-1.7
27-11-2024,3814.53,770.73,2.81
26-11-2024,9615.79,1995.89,-63.95
25-11-2024,1072.97,-391.16,-23.57
22-11-2024,1325.93,-14.58,-27.92
21-11-2024,-1917.71,41.35,-8.16
19-11-2024,-2028.21,-1352.47,-0.02
18-11-2024,-1493.0,174.0,35.44
14-11-2024,-1352.13,-126.29,-7.65
13-11-2024,2843.31,-362.61,1.31
12-11-2024,-364.35,110.09,6.31
11-11-2024,-3553.45,-178.15,4.06
08-11-2024,-5635.45,-57.76,-2.29
07-11-2024,-3713.67,-324.84,-19.49
06-11-2024,-1739.29,1039.05,25.84
05-11-2024,-4561.75,86.03,40.17
04-11-2024,-4343.53,-143.48,13.22
31-10-2024,-2197.62,428.19,19.63
30-10-2024,-892.63,61.97,41.63
29-10-2024,-2109.2,-145.06,14.7
28-10-2024,-3027.21,257.79,75.25
25-10-2024,-4836.55,-255.79,27.35
24-10-2024,-4990.74,-397.82,39.23
23-10-2024,-3827.33,-334.21,22.49
22-10-2024,10709.59,-286.49,37.49
21-10-2024,-5143.98,-334.43,2.14
18-10-2024,-7302.99,-358.25,12.82
17-10-2024,-2563.8,-69.69,42.71
16-10-2024,-1533.83,-86.95,6.68
15-10-2024,-3558.36,-234.29,5.12
14-10-2024,-4031.4,-1015.64,4.08
11-10-2024,-4736.97,-509.76,42.84
10-10-2024,-3679.26,263.12,618.94
09-10-2024,-5380.7,588.77,45.92
08-10-2024,-8126.7,-1142.02,33.38
07-10-2024,-9645.1,65.0,66.01
04-10-2024,-15506.75,-908.34,65.67
03-10-2024,-5208.58,-139.1,2.64
01-10-2024,-6426.84,147.47,23.26
30-09-2024,364.16,421.57,4.18
27-09-2024,8537.58,178.6,28.39
26-09-2024,-636.66,36.95,61.21
25-09-2024,-1454.09,253.59,5.94
24-09-2024,2031.72,149.85,7.31
23-09-2024,15181.36,502.41,-2.69
20-09-2024,410.53,-172.93,30.91
19-09-2024,2380.95,-209.27,-9.88
17-09-2024,3045.76,86.73,68.87
13-09-2024,7971.7,-599.34,116.99
12-09-2024,2869.62,-187.07,29.49
11-09-2024,2962.44,-811.58,27.74
10-09-2024,1134.37,1034.33,1792.6
09-09-2024,1942.9,246.18,67.99
06-09-2024,-904.19,-52.53,38.5
05-09-2024,1585.93,225.78,-13.78
04-09-2024,3035.79,-10.05,-0.77
03-09-2024,5759.81,36.99,178.32
02-09-2024,1503.96,168.59,23.75
30-08-2024,14526.64,-463.22,42.75
29-08-2024,-547.83,3176.62,47.65
28-08-2024,4794.61,612.99,21.79
27-08-2024,969.41,1650.27,-169.01
26-08-2024,3882.05,1614.17,-1595.57
23-08-2024,1852.13,-2011.95,481.96
22-08-2024,-430.7,25.94,24.13
21-08-2024,4034.96,676.95,16.63
20-08-2024,-1756.42,2106.48,121.06
19-08-2024,1196.49,171.59,73.34
16-08-2024,-2377.62,855.81,76.41
14-08-2024,-1419.7,388.57,50.94
13-08-2024,-2811.08,969.46,14.94
12-08-2024,-1161.33,919.06,1886.13
09-08-2024,521.65,975.28,-2.53
08-08-2024,-2841.65,1867.21,2.94
07-08-2024,-3024.79,-1901.54,10.85
06-08-2024,-3692.07,312.84,-1.06
05-08-2024,-3367.22,1656.37,-8.4
02-08-2024,1826.35,1968.89,-1.62
01-08-2024,-2853.76,1503.18,4.87
31-07-2024,-2865.96,1561.93,32.36
30-07-2024,-2726.36,2756.92,3.94
29-07-2024,4269.26,-3453.74,13.42
26-07-2024,-2197.78,1361.65,0.57
25-07-2024,-3508.22,640.99,14.64
24-07-2024,-1548.64,2250.92,-0.26
23-07-2024,8346.73,-72.92,-5.54
22-07-2024,1824.07,1762.37,3.62
19-07-2024,5052.87,2981.98,72.38
18-07-2024,1660.8,1389.58,24.07
16-07-2024,3337.89,315.05,11.49
15-07-2024,5367.76,483.55,3.37
12-07-2024,346.92,731.93,-3.98
11-07-2024,2183.95,-2791.83,46.9
10-07-2024,1528.18,568.52,33.45
09-07-2024,161.67,-795.83,4.27
08-07-2024,3169.45,313.93,5.26
05-07-2024,5511.54,1982.13,5.38
04-07-2024,3898.51,417.19,4.09
03-07-2024,-2507.09,303.42,-2.38
02-07-2024,-494.08,948.0,-0.61
01-07-2024,1553.37,2518.33,-9.31
28-06-2024,7757.97,-782.76,-9.13
27-06-2024,1513.23,618.93,-14.49
26-06-2024,2464.98,1039.95,-0.37
25-06-2024,860.42,470.35,-21.56
24-06-2024,1797.66,1006.82,-29.68
21-06-2024,1247.64,1013.42,-10.86
20-06-2024,9175.54,796.31,-10.34
19-06-2024,1576.35,1879.0,0.29
18-06-2024,3234.51,1501.0,-69.86
14-06-2024,2770.42,1215.36,1399.86
13-06-2024,679.33,2039.76,8.86
12-06-2024,57.02,-2458.4,18.81
11-06-2024,2867.87,-221.36,7.03
10-06-2024,5355.83,1373.73,-6.91
07-06-2024,-6770.71,1020.77,-3.75
06-06-2024,-4804.39,1066.07,-16.07
05-06-2024,-12243.91,530.45,-14.34
04-06-2024,6847.12,2239.58,21.64
03-06-2024,2177.66,-367.46,-37.75
31-05-2024,-1122.05,1460.89,-1.32
30-05-2024,-4311.41,1440.8,-13.92
29-05-2024,2134.54,810.84,-20.15
28-05-2024,696.16,3189.12,-0.69
27-05-2024,-937.08,1690.5,-79.45
24-05-2024,5891.71,-348.0,-52.98
22-05-2024,-1877.28,1176.82,-14.67
21-05-2024,2180.71,2301.91,-23.92
17-05-2024,-622.33,1504.37,-3.12
16-05-2024,-2338.84,1040.62,-7.9
15-05-2024,-2513.07,-484.63,-5.32
14-05-2024,-4392.53,-1041.02,-7.52
13-05-2024,-1292.15,-116.19,-5.07
10-05-2024,-6669.92,129.32,-32.02
09-05-2024,-5336.8,2141.27,-6.45
08-05-2024,-2942.98,-922.81,-33.29
07-05-2024,-1150.98,513.38,-37.79
06-05-2024,-2138.05,476.92,-15.96
03-05-2024,-695.0,-1564.6,-11.98
02-05-2024,1851.02,-355.44,4.92
30-04-2024,5.53,-695.25,-8.45
29-04-2024,-2372.84,-31.68,-13.23
26-04-2024,26.94,467.1,11.61
25-04-2024,4227.19,-2807.54,11.73
24-04-2024,-3458.12,-1087.07,2.65
23-04-2024,-2619.0,872.54,-2.48
22-04-2024,772.77,-576.3,-4.01
19-04-2024,-4163.15,-2188.27,16.93
18-04-2024,-3264.73,-3669.58,1.34
16-04-2024,-3233.48,304.95,3.76
15-04-2024,-7939.77,-557.07,0.99
12-04-2024,3230.38,2178.52,-1.33
10-04-2024,8526.56,-661.98,20.42
08-04-2024,1915.09,-955.08,9.79
05-04-2024,-977.66,-812.86,44.01
04-04-2024,-1254.92,-4240.4,0.17
03-04-2024,-447.29,1411.39,0.3
02-04-2024,2355.23,5366.27,-0.64
28-03-2024,4042.5,1277.31,9.38
27-03-2024,-3170.59,5114.42,564.99
26-03-2024,-3871.43,-3518.67,6.16
22-03-2024,-1326.96,1148.43,5.25
21-03-2024,-2242.76,2749.66,1.29
20-03-2024,1351.07,-453.57,0.08
19-03-2024,-1166.67,-896.49,-15.93
18-03-2024,773.09,1133.08,11.74
15-03-2024,-114.24,-869.09,-14.03
14-03-2024,14582.35,-779.06,-1.99
13-03-2024,-115.6,3075.43,-55.96
12-03-2024,3945.51,210.67,30.14
11-03-2024,10588.61,4245.8,183.5
07-03-2024,5684.37,2344.81,2.31
06-03-2024,-221.35,789.07,38.75
05-03-2024,-12.03,418.14,12.39
04-03-2024,2171.14,546.28,1.93
01-03-2024,4201.31,-456.0,37.66
29-02-2024,-1388.74,870.6,11.39
28-02-2024,2055.97,1645.55,12.28
27-02-2024,-256.36,701.89,27.64
26-02-2024,1551.85,1339.46,19.32
23-02-2024,-188.04,461.99,-0.71
22-02-2024,393.71,-754.95,4.73
21-02-2024,2973.5,2246.56,25.51
20-02-2024,172.68,231.56,51.41
16-02-2024,1143.05,1442.99,14.94
15-02-2024,-2628.26,181.16,5790.18
14-02-2024,233.61,547.5,16.74
13-02-2024,220.37,739.63,13.79
12-02-2024,330.32,-1044.06,16.1
09-02-2024,-4044.84,2821.24,-1.59
08-02-2024,-1601.32,677.88,27.99
07-02-2024,-472.77,3030.59,938.93
06-02-2024,762.88,456.13,1.59
05-02-2024,228.48,2663.92,1.47
02-02-2024,312.64,2308.99,9.96
01-02-2024,1740.15,2712.38,15.27
31-01-2024,-1814.65,3053.29,-3.02
30-01-2024,-4264.4,1121.23,3.4
29-01-2024,5069.88,-90.49,-5.81
25-01-2024,-5426.4,200.91,1.97
24-01-2024,-2707.2,1146.33,5.33
23-01-2024,-3553.9,534.95,1.67
19-01-2024,-9194.65,1364.56,10.34
18-01-2024,-10482.64,579.11,19.08
17-01-2024,1181.73,2826.48,21.63
16-01-2024,2015.34,773.58,3.21
15-01-2024,-430.73,2369.76,42.36
12-01-2024,-775.46,959.06,18.28
11-01-2024,-1650.78,-424.2,10.43
10-01-2024,-537.06,1519.9,3.05
09-01-2024,285.0,-69.04,-11.96
08-01-2024,1769.05,1595.69,-8.39
05-01-2024,1389.2,822.52,13.22
04-01-2024,-571.52,-1236.18,-6.39
03-01-2024,1594.76,649.67,-9.63
02-01-2024,253.24,16.65,9.72
01-01-2024,2107.64,1412.28,-94.34
29-12-2023,5656.82,1219.05,-29.86
28-12-2023,3203.24,221.16,-1.67
27-12-2023,537.51,-5192.79,21.41
26-12-2023,-576.06,2093.08,-2.46
22-12-2023,-1311.16,651.34,2.48
21-12-2023,2007.33,332.77,4033.1
20-12-2023,1859.92,1371.39,3.02
19-12-2023,1786.51,1988.59,7.64
18-12-2023,10237.19,2544.84,86.52
15-12-2023,3473.78,1668.13,-10.24
14-12-2023,5300.35,514.2,18.78
13-12-2023,2588.08,944.11,24.92
12-12-2023,871.91,236.73,56.52
11-12-2023,3993.95,1234.54,18.53
08-12-2023,-453.66,1047.5,6.66
07-12-2023,200.28,-1399.34,3.68
06-12-2023,5795.2,2041.05,3.68
05-12-2023,5501.97,2614.33,3.51
04-12-2023,5717.47,983.73,0.07
01-12-2023,9744.03,-958.74,0.81
30-11-2023,4313.3,345.07,-8.16
29-11-2023,1786.47,399.8,-3.27
28-11-2023,2522.82,1519.16,-1.75
24-11-2023,1433.66,-2619.82,3.18
23-11-2023,-1364.76,1549.13,-3.78
22-11-2023,-152.5,618.84,-1.43
21-11-2023,-598.73,-35.67,-5.07
20-11-2023,-372.74,-148.36,-3.78
17-11-2023,1325.45,1773.38,-15.2
16-11-2023,1523.33,949.99,-0.82
15-11-2023,-938.04,636.36,-1.86
13-11-2023,5328.08,3274.61,-5.5
10-11-2023,-1462.36,812.3,-8.26
09-11-2023,-893.02,1848.27,1.87
08-11-2023,-312.49,854.76,-0.47
07-11-2023,359.87,56.6,-5.64
06-11-2023,-85.47,551.56,2.6
03-11-2023,-1188.16,2289.46,6.0
02-11-2023,-1790.88,63.22,1.29
01-11-2023,-433.05,858.77,-1.75
31-10-2023,-1697.33,582.59,2.73
30-10-2023,-2493.88,293.38,-1.87
27-10-2023,-6396.4,-176.48,-38.3
26-10-2023,-4025.21,58.7,-17.13
25-10-2023,409.88,-117.61,-4.93
23-10-2023,1801.6,499.48,0.48
20-10-2023,-951.93,-40.53,-2.82
19-10-2023,-1989.61,222.55,5.2
18-10-2023,590.58,293.66,-5.2
17-10-2023,-392.85,467.37,-2.07
16-10-2023,381.53,734.49,1.36
13-10-2023,-1747.01,843.31,1.71
12-10-2023,-178.27,5.94,-2.98
11-10-2023,-904.21,539.23,-2.95
10-10-2023,772.83,-473.81,-6.45
09-10-2023,270.6,1040.9,-2.02
06-10-2023,-337.42,165.51,-17.91
05-10-2023,-3956.74,-593.26,-2.07
04-10-2023,-836.06,1038.05,-15.36
03-10-2023,-2867.76,1404.2,-4.89
28-09-2023,-2189.32,-111.95,3.64
27-09-2023,137.82,693.95,5.19
26-09-2023,-1386.62,20.68,5.44
25-09-2023,-1165.26,259.1,16.58
22-09-2023,-1875.38,293.52,-53.1
21-09-2023,-3075.88,-1394.2,-11.96
20-09-2023,-745.58,215.04,-11.9
18-09-2023,300.84,-719.91,-52.93
15-09-2023,688.78,673.7,-1.59
14-09-2023,-2293.06,962.96,-4.31
13-09-2023,-330.83,-480.73,8.09
12-09-2023,1466.7,-92.4,8.84
11-09-2023,-97.07,160.62,-1.41
08-09-2023,-719.15,352.26,-0.82
07-09-2023,-2832.84,229.52,1.21
06-09-2023,-1311.57,-873.33,2.31
05-09-2023,-2375.64,-10.34,-0.62
04-09-2023,1778.0,761.07,44.32
01-09-2023,1258.56,53.05,7.52
31-08-2023,9.86,40.72,-11.25
30-08-2023,792.77,1257.03,4.35
29-08-2023,2476.01,691.67,-3.35
28-08-2023,-1706.33,70.96,-50.97
25-08-2023,2205.79,-1421.22,1.94
24-08-2023,901.63,-629.69,4.7
23-08-2023,-108.75,-2101.29,-7.3
22-08-2023,-1277.22,1555.55,-10.52
21-08-2023,574.85,1109.34,20.9
18-08-2023,-986.97,94.57,719.25
17-08-2023,8643.48,552.43,8.81
14-08-2023,-2534.61,1197.66,11.63
11-08-2023,2048.64,204.6,-11.32
10-08-2023,996.94,1146.25,-2.56
09-08-2023,-58.45,-223.81,-11.5
08-08-2023,2251.98,-132.75,-23.94
07-08-2023,66.39,414.07,-14.11
04-08-2023,216.64,-313.62,-25.95
03-08-2023,-1501.84,-35.3,664.34
02-08-2023,25.65,1091.56,13.68
01-08-2023,-774.18,231.07,-1.09
31-07-2023,1252.35,144.31,-0.29
28-07-2023,-1249.82,55.73,-7.8
27-07-2023,1130.96,17.69,-6.4
26-07-2023,2854.8,38.27,4.08
25-07-2023,230.51,1537.0,-8.21
24-07-2023,-1405.07,260.27,-2.07
21-07-2023,4638.87,1056.61,-7.04
20-07-2023,2193.99,-154.14,-3.8
19-07-2023,2527.61,410.52,-0.18
18-07-2023,504.66,240.41,-0.91
17-07-2023,3278.87,-38.9,3.53
14-07-2023,5650.65,-310.42,5.91
13-07-2023,-333.6,-476.59,-5.44
12-07-2023,1469.15,485.17,-2.0
11-07-2023,1059.33,-173.97,-11.43
10-07-2023,870.68,161.62,-4.35
07-07-2023,2832.79,-31.88,-33.14
06-07-2023,2289.64,-125.54,-3.32
05-07-2023,2515.33,-604.72,-5.73
04-07-2023,2456.38,-969.85,-15.86
03-07-2023,11849.68,-22.31,-35.51
30-06-2023,14803.87,11607.08,-44.91
28-06-2023,1830.64,-850.48,-0.28
27-06-2023,-349.33,-544.91,-9.42
26-06-2023,199.33,3069.59,-3.62
23-06-2023,946.28,-3447.47,-17.74
22-06-2023,5508.03,-1407.67,-10.45
21-06-2023,5866.41,-691.9,-6.66
20-06-2023,1756.21,-965.25,-6.35
19-06-2023,181.15,1007.75,-4.21
16-06-2023,3282.01,-734.67,-47.39
15-06-2023,1862.82,-121.8,-1.98
14-06-2023,2200.33,140.74,-402.43
13-06-2023,-594.43,-178.71,-7.24
12-06-2023,-133.06,1436.82,-25.72
09-06-2023,612.92,-276.93,-29.43
08-06-2023,1443.99,-249.33,-3.72
07-06-2023,1111.41,504.83,-94.65
06-06-2023,-512.86,488.74,-23.34
05-06-2023,643.15,776.76,957.81
02-06-2023,2651.98,-494.34,-35.5
01-06-2023,3837.49,-132.12,-10.14
31-05-2023,2441.34,645.36,-10.1
30-05-2023,2290.42,-19.73,-14.22
29-05-2023,1789.66,1623.57,-37.98
26-05-2023,2511.68,1364.16,-303.44
25-05-2023,1497.86,1047.82,-4.13
24-05-2023,319.38,-491.32,-1.92
23-05-2023,1289.58,306.67,-15.5
22-05-2023,752.67,-648.07,-39.59
19-05-2023,1804.64,-55.82,-5.52
18-05-2023,805.79,1390.31,317.3
17-05-2023,1715.9,1334.02,-13.86
16-05-2023,1880.04,-850.95,-4.83
15-05-2023,1587.34,-766.51,-4.38
12-05-2023,990.35,626.57,-9.11
11-05-2023,2295.56,763.82,-0.74
10-05-2023,2000.78,-827.9,-16.16
09-05-2023,3162.52,922.8,-0.32
08-05-2023,3852.61,646.4,-148.66
04-05-2023,1389.42,-988.55,-0.3
03-05-2023,2991.73,-1349.51,12.8
02-05-2023,6468.84,116.68,2.28
28-04-2023,3935.84,665.21,1.6
27-04-2023,1443.53,1100.96,1.93
26-04-2023,-361.98,-8.86,-1.25
25-04-2023,-336.03,-814.0,-2.55
24-04-2023,-1693.76,-346.54,-1.09
21-04-2023,-967.59,1539.22,0.64
20-04-2023,169.54,99.3,62.44
19-04-2023,-552.03,828.79,0.69
18-04-2023,422.01,-762.46,0.79
17-04-2023,804.35,962.89,3.86
13-04-2023,2151.92,48.12,-185.3
12-04-2023,1030.46,-542.12,3.74
11-04-2023,1383.46,838.11,-0.47
10-04-2023,454.26,499.32,-3.33
06-04-2023,822.46,-1206.81,-1.72
05-04-2023,558.14,-1374.42,-3.57
03-04-2023,2366.24,513.46,-2.61
31-03-2023,835.25,-2371.56,-0.46
29-03-2023,1946.85,428.76,-1.88
28-03-2023,-622.75,332.95,0.93
27-03-2023,-1456.74,-1972.3,2.13
24-03-2023,386.49,-515.82,-8.06
23-03-2023,-1044.33,623.48,6.13
21-03-2023,-1905.65,95.02,20.36
20-03-2023,-1698.69,4807.65,-17.82
17-03-2023,166.7,1486.28,-1.37
16-03-2023,-1246.69,496.87,21.64
15-03-2023,-2208.84,1615.44,-3.2
14-03-2023,3008.62,278.17,-5.31
13-03-2023,-1764.36,-168.83,-2.73
10-03-2023,-453.45,-979.59,3.34
09-03-2023,3950.96,-2423.39,-36.29
08-03-2023,866.04,-3717.96,3.12
06-03-2023,236.84,-1782.74,1262.68
03-03-2023,12741.05,151.26,-1.68
02-03-2023,840.93,292.5,-11.04
01-03-2023,-4642.6,92.42,-35.52
28-02-2023,-1628.51,185.21,-10.05
27-02-2023,-1353.06,-484.46,-19.97
24-02-2023,-999.12,72.82,-8.57
23-02-2023,-61.88,1144.49,-21.18
22-02-2023,1028.76,-720.58,-22.59
21-02-2023,470.06,205.12,-13.38
20-02-2023,-744.54,612.37,-10.07
17-02-2023,2029.46,94.74,-8.81
16-02-2023,771.03,-240.02,-5.47
15-02-2023,1642.61,-378.79,-10.57
14-02-2023,1496.95,630.1,-4.95
13-02-2023,1725.78,-1580.49,-5.18
10-02-2023,32.68,-1423.05,1.69
09-02-2023,-456.38,-1355.92,-0.78
08-02-2023,-2206.82,-850.3,2.63
07-02-2023,-1038.49,-398.98,-25.3
06-02-2023,-249.91,372.47,-10.5
03-02-2023,-3637.69,942.69,-30.64
02-02-2023,2542.63,2948.41,-6.59
01-02-2023,-4657.87,1616.39,-26.75
31-01-2023,-5692.85,441.54,-16.5
30-01-2023,-6136.26,-936.0,-7.44
27-01-2023,-256.5,999.53,-1.63
25-01-2023,-114.28,1044.39,-0.25
24-01-2023,224.23,-19.55,-1.44
23-01-2023,-1640.75,512.5,-5.28
20-01-2023,587.9,649.87,-1.52
19-01-2023,54.59,-144.91,-13.32
18-01-2023,1358.7,132.45,-3.43
17-01-2023,1570.73,720.82,-10.86
16-01-2023,-3739.49,1107.13,-7.33
13-01-2023,-1346.79,-263.72,-5.68
12-01-2023,-3404.91,-213.01,-4.48
11-01-2023,-1825.37,-118.46,-5.69
10-01-2023,57.41,670.83,-7.0
09-01-2023,-2676.06,-128.76,-18.65
06-01-2023,-1256.41,-125.86,-6.4
05-01-2023,-2461.11,-500.3,-8.59
04-01-2023,-256.28,-842.15,-4.64
03-01-2023,1661.53,74.91,-1.36
02-01-2023,-3560.05,-606.53,-14.96
30-12-2022,468.84,-363.77,-3.89
29-12-2022,-427.73,2050.89,-12.08
28-12-2022,161.57,-45.08,-10.32
27-12-2022,236.69,632.05,-6.43
26-12-2022,-877.76,-920.18,-12.92
23-12-2022,1158.46,201.67,-8.3
22-12-2022,-499.45,-939.36,-6.23
21-12-2022,1218.24,103.2,-8.09
20-12-2022,-137.57,-797.13,-7.25
19-12-2022,-737.43,117.46,7.38
16-12-2022,1538.33,-304.51,16.71
15-12-2022,331.32,-119.84,-1.37
14-12-2022,668.63,-3882.16,1.56
13-12-2022,3615.23,267.58,0.08
12-12-2022,-97.99,-298.49,23.75
09-12-2022,-779.05,390.32,-1.26
08-12-2022,-1382.17,151.71,3.62
07-12-2022,-257.01,385.36,-2.3
06-12-2022,-894.03,270.37,4.37
05-12-2022,374.4,896.57,-7.64
02-12-2022,-1475.18,-353.57,-4.88
01-12-2022,8912.65,612.11,31.98
30-11-2022,1279.32,-20.23,-3.48
29-11-2022,2614.98,-695.2,-2.16
28-11-2022,714.08,356.05,4.96
25-11-2022,4234.36,477.14,3.78
24-11-2022,-1802.54,382.26,-1.91
23-11-2022,-237.33,100.71,-0.14
22-11-2022,-1220.93,-2941.39,-49.16
21-11-2022,272.21,423.99,-13.56
18-11-2022,1583.28,706.72,-18.8
17-11-2022,38.9,999.13,-18.83
16-11-2022,-126.12,435.42,-40.98
15-11-2022,2993.34,48.37,24.03
14-11-2022,6916.11,269.4,-7.98
11-11-2022,-387.68,-152.86,-22.59
10-11-2022,546.42,299.98,-8.99
09-11-2022,1942.01,-374.56,-24.4
07-11-2022,1598.59,-78.28,-17.67
04-11-2022,778.41,31.26,-10.14
03-11-2022,1391.63,-389.41,8.7
02-11-2022,6193.21,56.68,-8.82
01-11-2022,6916.41,-2112.17,-6.27
31-10-2022,1577.77,-1984.58,-1.75
28-10-2022,3498.91,350.17,-20.92
27-10-2022,331.05,-10.84,-14.7
25-10-2022,576.37,-186.02,-9.77
21-10-2022,1687.32,-381.31,-44.04
20-10-2022,-380.63,303.06,-5.09
19-10-2022,858.06,309.3,-8.58
18-10-2022,-184.04,680.75,-5.69
17-10-2022,-515.4,-618.98,-33.65
14-10-2022,-1106.63,-292.88,-3.92
13-10-2022,-357.26,-55.27,-21.16
12-10-2022,-3761.17,526.73,-15.24
11-10-2022,-765.05,-179.05,-9.94
10-10-2022,-3908.08,1256.95,-17.26
07-10-2022,749.29,-309.36,-17.9
06-10-2022,1936.08,-385.33,-13.43
04-10-2022,1277.6,-94.21,-16.7
03-10-2022,-1522.48,-1699.79,-41.43
30-09-2022,-3873.48,-250.8,-2.74
29-09-2022,-2096.09,-441.41,-12.89
28-09-2022,-3039.94,-941.74,316.23
27-09-2022,-4651.95,91.16,-2.06
26-09-2022,-2600.04,-523.26,-4.88
