Reporting Date,Equity,Debt,Hybrid
23-09-2022,-2227.44,-1176.93,-25.57
22-09-2022,-278.5,-663.38,-3.19
21-09-2022,1804.05,-198.53,-0.75
20-09-2022,732.25,-24.41,13.61
19-09-2022,-3476.73,6133.93,566.4
16-09-2022,-679.49,850.13,-3.43
15-09-2022,-1374.66,-1.73,-13.06
14-09-2022,4573.71,956.83,-6.57
13-09-2022,1696.4,-387.87,-2.18
12-09-2022,2274.84,-44.66,-0.89
09-09-2022,2836.17,-43.49,30.93
08-09-2022,111.05,267.09,347.53
07-09-2022,1704.81,568.5,-4.93
06-09-2022,263.62,122.72,-16.68
05-09-2022,-1284.92,-1330.97,-39.7
02-09-2022,-2296.99,-464.83,-17.13
01-09-2022,4259.67,60.32,-6.37
30-08-2022,2064.22,-805.73,-8.12
29-08-2022,-113.57,360.16,-6.73
26-08-2022,2361.17,1316.38,-4.13
25-08-2022,168.05,-74.48,-1.36
24-08-2022,1057.65,3153.08,13.59
23-08-2022,-346.34,1.83,2.08
22-08-2022,1532.0,-38.63,23.27
19-08-2022,3457.21,429.85,-953.86
18-08-2022,4308.13,344.1,1.28
17-08-2022,14263.35,953.87,-6.16
12-08-2022,2248.85,364.1,-6.26
11-08-2022,2454.99,711.61,-10.16
10-08-2022,1573.51,-109.49,-112.07
08-08-2022,1999.91,136.51,-185.26
05-08-2022,1728.12,365.01,-7.32
04-08-2022,3967.58,1599.04,-11.73
03-08-2022,1662.52,-1778.35,-239.44
02-08-2022,5346.9,449.76,-4.67
01-08-2022,1470.17,-536.91,-7.98
29-07-2022,6451.09,-922.81,-3.77
28-07-2022,-94.0,-538.53,-19.16
27-07-2022,-1277.72,829.0,-16.89
26-07-2022,-574.76,-1244.36,-27.32
25-07-2022,-615.09,-830.67,-13.96
22-07-2022,1874.98,578.74,-11.44
21-07-2022,7011.82,1672.51,-6.34
20-07-2022,1059.47,-932.98,-11.32
19-07-2022,219.99,579.49,-6.93
18-07-2022,-1634.52,-133.59,-7.83
15-07-2022,363.22,-1052.18,-8.02
14-07-2022,-2720.55,-701.01,-5.9
13-07-2022,-1457.29,198.95,-16.62
12-07-2022,359.16,-36.37,-6.39
11-07-2022,119.12,7.68,-7.75
08-07-2022,-881.79,1258.99,-1.97
07-07-2022,-795.5,890.35,4.06
06-07-2022,2133.01,297.8,0.09
05-07-2022,-1433.67,-183.28,-7.43
04-07-2022,-2857.39,-2020.43,-10.08
01-07-2022,-260.79,-558.27,8.48
30-06-2022,-308.82,135.35,1.09
29-06-2022,-852.66,-1483.24,-17.35
28-06-2022,-1091.79,-950.93,-16.39
27-06-2022,-2108.57,-885.24,-6.95
24-06-2022,-2010.39,-87.48,-9.94
23-06-2022,-2612.92,2463.56,-1.8
22-06-2022,-1177.23,432.11,-3.82
21-06-2022,341.82,-744.61,-10.65
20-06-2022,-8952.72,1278.39,-22.04
17-06-2022,-3122.71,-150.6,-4.5
16-06-2022,-3358.16,-20.94,-18.01
15-06-2022,-4312.86,-78.86,-5.72
14-06-2022,-3566.08,77.08,-5.34
13-06-2022,-3181.54,-1714.45,5.28
10-06-2022,-1400.99,-4.69,111.4
09-06-2022,-2407.7,1232.75,7.78
08-06-2022,-2241.94,-70.7,47.56
07-06-2022,-1854.22,-1557.63,0.71
06-06-2022,-3694.87,222.35,2.97
03-06-2022,-571.4,596.98,4.4
02-06-2022,-722.39,-135.09,13.36
01-06-2022,-994.67,118.55,36.08
31-05-2022,2281.21,411.39,3.47
30-05-2022,-3136.8,-226.48,-2.83
27-05-2022,-564.29,-154.09,-1.83
26-05-2022,-1617.06,310.99,-8.53
25-05-2022,-1990.1,647.74,-3.12
24-05-2022,-1284.66,-236.6,-0.36
23-05-2022,1455.77,122.03,-4.29
20-05-2022,-3842.83,171.41,-3.08
19-05-2022,-900.69,307.83,-4.62
18-05-2022,-1662.42,37.83,-3.51
17-05-2022,-3515.02,-1715.97,1.53
13-05-2022,-4809.89,-386.01,-1.78
12-05-2022,-3003.58,23.21,-5.86
11-05-2022,-3476.07,1671.05,-6.5
10-05-2022,-2891.32,2610.38,-5.48
09-05-2022,-4618.05,260.78,-5.78
06-05-2022,-1560.24,-400.5,0.6
05-05-2022,-2867.25,-742.1,5.41
04-05-2022,1334.57,398.22,-7.28
02-05-2022,-3324.5,425.93,-7.84
29-04-2022,1889.89,-49.85,1.79
28-04-2022,-2790.76,-1387.19,-4.53
27-04-2022,104.37,1065.16,1.07
26-04-2022,-2644.0,-957.44,59.9
25-04-2022,-1416.8,-798.11,105.3
22-04-2022,-602.06,145.28,-9.05
21-04-2022,-2339.61,-978.24,-6.53
20-04-2022,-5089.87,-1165.22,-4.86
19-04-2022,-6483.04,322.11,-9.83
18-04-2022,-960.49,-1236.24,-2.29
13-04-2022,-2659.63,-98.41,-17.81
12-04-2022,-1463.51,-558.57,-11.1
11-04-2022,-395.38,-508.1,-10.98
08-04-2022,-4494.76,-381.18,-10.46
07-04-2022,-1412.91,2679.94,7.12
06-04-2022,3486.71,-293.43,-4.93
05-04-2022,1450.66,1716.08,-3.44
04-04-2022,8677.44,-3130.5,-10.08
30-03-2022,-176.82,-1831.13,5.48
29-03-2022,-390.54,-819.78,-6.86
28-03-2022,-1389.58,977.0,-3.82
25-03-2022,-1347.33,-189.45,-2.22
24-03-2022,895.11,85.59,2.49
23-03-2022,724.75,29.65,-5.61
22-03-2022,-2862.71,127.71,-11.79
21-03-2022,3119.77,-878.0,-27.15
17-03-2022,541.37,-673.74,-13.88
16-03-2022,-1104.77,-237.61,0.36
15-03-2022,971.88,220.14,-6.56
14-03-2022,-1319.29,-688.48,-4.04
11-03-2022,744.71,223.81,-4.85
10-03-2022,-4476.17,-295.4,-5.54
09-03-2022,-7296.41,-406.74,-7.39
08-03-2022,-7921.23,-16.08,-9.59
07-03-2022,-7498.62,-1128.48,27.44
04-03-2022,-6530.58,-787.62,-6.54
03-03-2022,-4055.93,-1401.3,0.04
02-03-2022,-4134.16,-618.78,-2.43
28-02-2022,-4433.96,1881.5,-9.27
25-02-2022,-6687.44,-25.98,7.18
24-02-2022,-2838.28,230.42,4.08
23-02-2022,-2458.2,-433.31,-4.88
22-02-2022,-774.27,402.53,-0.1
21-02-2022,-3057.99,-1012.63,-1.31
18-02-2022,-710.02,278.38,12.42
17-02-2022,-367.48,746.8,19.86
16-02-2022,-1391.12,-291.76,1.48
15-02-2022,-3144.31,313.06,109.59
14-02-2022,351.48,154.9,-4.77
11-02-2022,-1692.63,-1161.35,-0.07
10-02-2022,-650.21,-164.42,2.36
09-02-2022,69.7,-676.49,34.63
08-02-2022,972.21,230.65,2.5
07-02-2022,-5152.84,115.01,-29.79
04-02-2022,-2096.47,-1499.54,140.06
03-02-2022,602.76,-853.97,-5.9
02-02-2022,-95.73,-371.48,-157.11
01-02-2022,-2037.18,-448.62,-10.7
31-01-2022,-5060.5,870.54,0.94
28-01-2022,-5521.0,-661.98,-6.67
27-01-2022,-6956.41,-180.13,-9.55
25-01-2022,-3899.19,1024.99,2.69
24-01-2022,-3075.02,-52.35,-6.28
21-01-2022,-4594.48,129.58,-6.99
20-01-2022,-2638.49,162.68,-4.27
19-01-2022,-596.69,315.64,8.14
18-01-2022,-243.6,427.36,-7.15
17-01-2022,-2574.65,1526.46,-17.39
14-01-2022,-1370.86,926.93,3.16
13-01-2022,-725.47,51.04,-3.28
12-01-2022,403.31,391.35,-5.47
11-01-2022,-145.41,-754.42,1748.74
10-01-2022,492.94,123.91,9.29
07-01-2022,-1697.04,2275.97,1.46
06-01-2022,591.58,-757.66,-2.47
05-01-2022,1356.55,-2071.92,-1.63
04-01-2022,2316.59,-319.68,-2.85
03-01-2022,634.39,-348.05,-3.53
31-12-2021,-1132.46,879.49,-13.14
30-12-2021,-746.76,-516.17,-15.63
29-12-2021,1629.79,-1057.31,-7.44
28-12-2021,-718.58,-224.82,-6.34
27-12-2021,-232.84,-3780.75,-9.35
24-12-2021,314.84,-284.86,-3.41
23-12-2021,-463.21,569.53,-0.31
22-12-2021,-303.24,1074.66,-1.83
21-12-2021,-3063.67,-3080.58,-27.36
20-12-2021,-840.0,79.51,-23.46
17-12-2021,-483.52,-409.96,-12.21
16-12-2021,-2651.23,-1037.13,-2.89
15-12-2021,-31.05,-656.63,2.6
14-12-2021,-1918.88,85.74,-3.43
13-12-2021,-923.36,-776.22,1.08
10-12-2021,7947.55,-383.76,-9.14
09-12-2021,946.81,-129.31,-34.91
08-12-2021,-2111.21,-490.94,-56.4
07-12-2021,-2989.72,-476.31,-13.5
06-12-2021,-2955.18,-442.16,-7.16
03-12-2021,-301.53,565.1,-3.45
02-12-2021,-2757.21,-484.09,-3.15
01-12-2021,-5241.4,569.35,-17.68
30-11-2021,-3643.08,67.75,-3.36
29-11-2021,-3702.5,-537.78,-9.57
26-11-2021,-172.09,-275.22,5.94
25-11-2021,-8054.0,-1353.73,-15.83
24-11-2021,-4659.65,-1094.85,11.56
23-11-2021,-2109.73,-137.01,-12.1
22-11-2021,2344.85,1118.91,-2.59
18-11-2021,1135.21,498.36,2.74
17-11-2021,14239.97,-528.89,2.69
16-11-2021,922.18,627.33,-214.58
15-11-2021,2447.82,1318.86,207.93
12-11-2021,3763.62,-84.85,-2.11
11-11-2021,-2942.39,2855.69,2.42
10-11-2021,631.88,-436.86,-4.4
09-11-2021,-1044.45,148.66,33.34
08-11-2021,-519.55,-220.79,4.29
03-11-2021,1171.27,1064.69,-13.09
02-11-2021,-278.09,165.19,-15.23
01-11-2021,-5476.37,253.03,-2.2
29-10-2021,-2436.13,611.44,1.82
28-10-2021,-1818.66,146.69,-9.24
27-10-2021,-2280.39,-274.67,-30.41
26-10-2021,-1898.67,217.07,0.21
25-10-2021,-2784.74,2065.19,7.42
22-10-2021,-2415.36,1133.37,27.75
21-10-2021,-1669.07,-32.39,-11.05
20-10-2021,48.75,-528.85,-20.21
18-10-2021,1478.66,-367.35,14.0
14-10-2021,1255.91,-14.07,4.97
13-10-2021,254.83,-62.63,-4.53
12-10-2021,-325.34,-690.4,-11.32
11-10-2021,-2489.77,-1398.69,-26.48
08-10-2021,-1108.4,273.4,-35.09
07-10-2021,-783.4,1878.46,-12.89
06-10-2021,587.48,-9.34,-19.77
05-10-2021,3232.1,-179.03,-13.83
04-10-2021,1594.9,-1813.65,-2.64
01-10-2021,-1992.37,317.61,-18.12
30-09-2021,1343.39,1494.55,58.89
29-09-2021,-1877.18,243.88,-50.77
28-09-2021,-419.32,5521.03,-34.13
27-09-2021,570.45,-2235.63,-41.69
24-09-2021,615.68,1398.72,-30.4
23-09-2021,-1575.32,906.77,-12.88
22-09-2021,1333.44,413.45,-38.36
21-09-2021,79.39,746.2,-96.17
20-09-2021,1795.78,-144.15,-31.45
17-09-2021,1839.47,979.71,46.25
16-09-2021,832.61,200.12,1455.06
15-09-2021,1629.92,-313.06,15.32
14-09-2021,1411.34,-105.68,20.53
13-09-2021,1189.52,1037.14,8.64
09-09-2021,-829.85,-209.52,7.24
08-09-2021,642.54,255.04,-10.57
07-09-2021,419.94,260.33,13.88
06-09-2021,-634.83,-67.7,-14.71
03-09-2021,1334.59,92.35,-13.23
02-09-2021,639.12,1509.45,-8.42
01-09-2021,2813.01,1379.8,-3.81
31-08-2021,1714.46,447.7,-5.58
30-08-2021,-617.29,435.08,-2.73
